Organisationsname,Straße,Postleitzahl,Stadt,Bildungsbereich,Tag(s),Schultyp,Bundesland,Land,Änderungsdatum
Stiftisches Gymnasium Düren,Altenteich 14,52349,Düren,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-05-15 20:47:31
Werner-von-Siemens-Realschule Düsseldorf,Rethelstraße 13,40237,Düsseldorf,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,Bewerbung Digitale Schule 2019,Vorbewertung 2019 erfolgt,Digitale Schule Ehrung 2019,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Realschule ,NW,Deutschland,2020-05-29 11:23:10
Städtisches Engelbert-von-Berg-Gymnasium Wipperfürth,Lüdenscheider Straße 46,51688,Wipperfürth,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-06-01 22:11:36
Leonardo-da-Vinci-Gesamtschule Willich,Klosterweg 40,47877,Willich,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gesamtschule,NW,Deutschland,2020-05-29 13:09:32
Heinrich-Böll-Gymnasium Troisdorf,Edith-Stein-Straße 15,53844,Troisdorf,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Rhein-Sieg-Kreis,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-05-30 10:06:44
Städt. Max-Planck-Gymnasium Düsseldorf,Koetschaustraße 36,40474,Düsseldorf,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-05-27 07:32:04
Euregio-Gymnasium Bocholt,Unter den Eichen 6,46397,Bocholt,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-05-22 14:27:50
Maria-Sibylla-Merian-Gymnasium Krefeld,Johannes-Blum-Straße 101,47807,Krefeld,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2017-09-26 12:13:33
Sankt-Adelheid-Gymnasium Bonn,Pützchens Chaussee 133,53229,Bonn,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-05-31 12:25:21
Evangelisches Gymnasium Lippstadt,Beckumer Straße 61,59555,Lippstadt,,"Ehrung_2014,MINT-EC,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-04-30 12:32:50
Gutenberg-Gymnasium Bergheim,Gutenbergstraße 2-6,50126,Bergheim,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-06-02 12:28:44
Westricher Grundschule Dortmund,Sumbecks Holz 7-9,44379,Dortmund,Primarbereich,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Grundschule,NW,Deutschland,2020-05-18 20:47:45
Gymnasium der Stadt Meschede,Schederweg 65,59872,Meschede,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-03-25 15:24:19
Städtisches Gymnasium Barntrup,Große Twete 5,32683,Barntrup,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,Bewerbung Digitale Schule 2018,Digitale Schule Ehrung 2018,02 Erneute Bewerbung Digitale Schule 2020,02 Erneute Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,01 Digitale Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-05-31 23:53:24
Städtischer Katholischer Grundschulverbund St. Antonius Wipperfürth,Ringstraße 38,51688,Wipperfürth,Primarbereich,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Grundschule,NW,Deutschland,2020-05-27 10:53:44
Steinhagener Gymnasium Steinhagen,Am Cronsbach 1,33803,Steinhagen,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020",Gymnasium,NW,Deutschland,2020-08-06 14:04:56
Heinrich-Heine-Gymnasium Dortmund,Dörwerstraße 34,44359,Dortmund,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erst-Bewerbung Digitale Schule 2020,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,04 keine Digital Ehrung 2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-05-31 22:31:17
Realschule im Gustav-Heinemann-Schulzentrum Dinslaken,Kirchstrasse 50,46539,Dinslaken,,"Ehrung_2014,Bewerbung MINT 2014,Bewerbung MINT 2015,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Realschule,NW,Deutschland,2020-05-26 19:11:35
Städtische Gesamtschule Rheda-Wiedenbrück,Fürst-Bentheim-Straße 55,33378,Rheda-Wiedenbrück,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gesamtschule,NW,Deutschland,2020-05-30 11:45:58
Rhein-Gymnasium Köln,Düsseldorfer Str. 13,51063,Köln,,"Ehrung_2012,Bewerbung MINT 2012,Ehrung_2017,Erneute Bewerbung MINT 2017,Bewerbung Digitale Schule 2019,Vorbewertung 2019 erfolgt,Digitale Schule Ehrung 2019,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-05-27 13:57:49
Willy-Brandt-Gesamtschule Bochum,Wittekindstraße 33,44894,Bochum,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gesamtschule,NW,Deutschland,2020-08-06 12:16:48
Dieter-Forte Gesamtschule Düsseldorf,Heidelberger Straße 75,40229,Düsseldorf,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gesamtschule,NW,Deutschland,2020-05-06 13:34:08
Schloß-Gymnasium Benrath,Hospitalstraße 45,40597,Düsseldorf,,"02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-05-30 23:22:49
Einhard-Gymnasium Aachen,"Robert-Schuman-Straße, 4",52066,Aachen,,"MINT-EC,Import 21.4.17,Bewerbung Digitale Schule 2019,Vorbewertung 2019 erfolgt,Digitale Schule Ehrung 2019,02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-05-13 12:40:22
Gymnasium St. Mauritz Münster,Wersebeckmannweg 81,48155,Münster,,"MINT-EC,02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-08-07 15:50:53
Friedrich-Wilhelm-Gymnasium Köln,Severinstr.241,50676,Köln,,"02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-08-06 11:56:30
Grundschule Westersburg Solingen,Bausmühlenstraße 14,42719,Solingen,Primarbereich,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Ganztagsgrundschule (5-14),NW,Deutschland,2020-05-19 12:18:04
Gymnasium Schloß Neuhaus,Im Schloßpark 13,33104,Paderborn,,"Ehrung_2017,Erstbewerber MINT 2017,Wissensfabrik Partnerschulen 2018,Bewerbung Digitale Schule 2019,Vorbewertung 2019 erfolgt,Digitale Schule Ehrung 2019,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2019-05-31 22:30:11
Berufskolleg Kleve des Kreises Kleve,Felix-Roeloffs-Straße 7,47533,Kleve,,"Ehrung_2017,Erstbewerber MINT 2017,Bewerbung Digitale Schule 2018,Digitale Schule Ehrung 2018,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",SEK II Berufskolleg,NW,Deutschland,2020-03-01 10:57:31
Gemeinschaftsgrundschule Vaalserquartier,Keltenstraße 19-21,52074,Aachen,Primarbereich,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Grundschule,NW,Deutschland,2020-05-28 14:14:58
Gymnasium Köln-Pesch,Schulstraße 18,50767,Köln,,"Interessenten MINT-freundliche Schule,Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-05-12 18:46:57
Paul-Spiegel-Berufskolleg Dorsten,Halternerstaße 15,46284,Dorsten,,"Ehrung_2017,Erstbewerber MINT 2017,Digitale Schule Ehrung 2017,02 Erneute Bewerbung Digitale Schule 2020,02 Erneute Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,01 Digitale Schule Ehrung_2020,00 bearbeitet von Solka",Berufskolleg,NW,Deutschland,2020-05-05 13:43:58
Europa-Gymnasium Warstein,Schorenweg 9,59581,Warstein,,"Interessenten MINT-freundliche Schule,Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-05-26 14:39:46
Bischöfliche Liebfrauenschule Eschweiler,Liebfrauenstraße 30,52249,Eschweiler,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-05-22 10:38:57
Walburgisgymnasium und Walburgisrealschule Menden,Schwitter Weg 22,58706,Menden,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020",Gymnasium und Realschule,NW,Deutschland,2020-05-28 19:13:28
Städtische Gesamtschule Harsewinkel,Tecklenburger Weg 4,33428,Harsewinkel,,"Ehrung_2017,Erstbewerber MINT 2017,Unesco Projektschule,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gesamtschule,NW,Deutschland,2020-05-14 18:41:52
Weser Sekundarschule Vlotho,Jägerortstraße 30,32602,Vlotho,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Sekundarschule,NW,Deutschland,2020-03-30 17:05:04
Städtisches Gymnasium Goch,Hubert-Houben-Str. 9,47574,Goch,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-05-14 15:49:31
Sekundarschule Kirchhellen,Kirchhellener Ring 18,46244,Bottrop,,"Ehrung_2017,Erstbewerber MINT 2017,Bewerbung Digitale Schule 2017,Bewerbung Digitale Schule 2018,Digitale Schule Ehrung 2018,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Sekundarschule,NW,Deutschland,2020-05-27 10:31:04
Burggymnasium Essen,Burgplatz 4,45127,Essen,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-05-29 13:09:19
Lessing-Schule Bochum,"Ottilienstr., 12",44892,Bochum,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-05-30 18:51:18
Ernst-Barlach-Gymnasium Castrop-Rauxel,Lunastraße 3,44575,Castrop-Rauxel,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-05-28 17:55:31
Lise-Meitner-Gymnasium Geldern,Friedrich-Nettesheim-Weg 6-8,47608,Geldern,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-05-28 13:22:10
Theodor-Fliedner-Gymnasium Düsseldorf-Kaiserswerth,Kalkumer Schlossallee 28,40489,Düsseldorf,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-05-29 09:36:50
Holzkamp-Gesamtschule Witten,Willy-Brandt-Str. 2,58453,Witten,,"Ehrung_2017,Erstbewerber MINT 2017,Ennepe-Ruhr-Kreis,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gesamtschule,NW,Deutschland,2020-05-04 11:55:21
Gesamtschule Verl,Sankt-Anna-Straße 28,33415,Verl,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gesamtschule,NW,Deutschland,2020-05-25 11:56:40
Bischöfliche St. Angela-Schule Düren,Bismarckstr. 24,52351,Düren,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-06-19 19:17:37
Mariengymnasium Arnsberg,Königstraße 36a,59821,Arnsberg,,"Ehrung_2017,Erstbewerber MINT 2017,Bewerbung Digitale Schule 2018,Digitale Schule Ehrung 2018,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-05-21 23:54:20
Gymnasium der Stadt Baesweiler,Otto-Hahn-Straße 16-18,52499,Baesweiler,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2017-09-01 09:15:23
Gertrud-Bäumer Realschule Bielefeld,Stapenhorststraße 100,33615,Bielefeld,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Realschule,NW,Deutschland,2020-05-30 10:53:25
Theodor-Heuss-Gymnasium Recklinghausen,Theodor-Körner-Straße 25,45661,Recklinghausen,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-08-04 10:50:56
Gymnasium Waldstraße Hattingen,Waldstraße 58,45525,Hattingen,,"Ehrung_2017,Erstbewerber MINT 2017,Ennepe-Ruhr-Kreis,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-03-31 09:26:45
Erzbischöfliches Gymnasium Marienberg Neuss,Rheinstraße 3,41460,Neuss,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-05-28 14:08:03
Städtisches Gymnasium Ahlen,Bruno-Wagler-Weg 3-5,59227,Ahlen,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-05-31 11:57:45
Hittorf-Gymnasium Recklinghausen,Kemnastraße 38,45657,Recklinghausen,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erst-Bewerbung Digitale Schule 2020,02 Erneute Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,01 Digitale Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-08-06 13:23:11
Albertus-Magnus-Gymnasium Köln,Ottostraße 87,50823,Köln,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-05-28 11:40:20
Friedrich von Bodelschwingh Gymnasium Bethel Bielefeld,An der Rehwiese 65,33617,Bielefeld,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-05-31 17:56:36
Luisenschule Mülheim an der Ruhr,An den Buchen 36,45470,Mülheim an der Ruhr,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-05-29 11:39:21
Liebfrauenschule Mülhausen,Hauptstraße 87,47929,Grefrath,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-05-29 11:12:08
Hermann-Vöchting-Gymnasium Blomberg,Ostring 14,32825,Blomberg,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-05-27 16:02:14
Ratsgymnasium Rheda-Wiedenbrück,Rektoratsstraße 23,33378,Rheda-Wiedenbrück,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-05-29 00:58:50
Kreisgymnasium Heinsberg,Linderner Straße 30,52525,Heinsberg,Sekundarbereich I+II,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-06-11 10:38:09
Bodelschwingh-Gymnasium Herchen,Bodelschwinghstr. 2,51570,Windeck-Herchen,,"Ehrung_2017,Rhein-Sieg-Kreis,Erstbewerber MINT 2017,Import 21.4.17,02 Erst-Bewerbung Digitale Schule 2020,02 Erneute Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,01 Digitale Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-07-23 10:58:06
Grundschule Marienwasser Weeze,Magdeburger Str. 7-15,47652,Weeze,Primarbereich,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Grundschule,NW,Deutschland,2020-05-29 09:27:09
Möhnesee-Schule Möhnesee,Hospitalstraße 7,59519,Möhnesee,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Sekundarschule,NW,Deutschland,2020-08-06 11:33:14
Konrad-Adenauer-Gymnasium Langenfeld,Auf dem Sändchen 24,40764,Langenfeld,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-05-15 07:33:16
Anno-Gymnasium-Siegburg,Zeithstraße 186-188,53721,Siegburg,,"MINT-EC,Ehrung_2017,Rhein-Sieg-Kreis,Erstbewerber MINT 2017,Bewerbung Digitale Schule 2019,Vorbewertung 2019 erfolgt,Digitale Schule Ehrung 2019,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2019-06-04 17:34:57
Norbert-Gymnasium Knechtsteden Dormagen,Knechtsteden 17,41540,Dormagen,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erst-Bewerbung Digitale Schule 2020,02 Erneute Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,01 Digitale Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-08-06 16:15:21
Karl-Ziegler-Schule Gymnasium Mülheim an der Ruhr,Schulstr. 2/6,45468,Mülheim an der Ruhr,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,Wissensfabrik Partnerschulen 2018,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-03-20 13:11:09
Georg-Büchner-Gymnasium Düsseldorf,Felix-Klein-Str. 3,40474,Düsseldorf,,"Bewerbung Digitale Schule 2019,Vorbewertung 2019 erfolgt,Digitale Schule Ehrung 2019,02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-05-29 13:41:14
Gesamtschule der Stadt Mechernich,Heinrich-Heidenthal-Straße 5,53894,Mechernich,,"02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gesamtschule,NW,Deutschland,2020-02-14 14:30:40
Dietrich-Bonhoeffer-Gymnasium Bergisch Gladbach,Am Rübezahlwald 5,51469,Bergisch Gladbach,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erst-Bewerbung Digitale Schule 2020,02 Erneute Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,01 Digitale Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-05-28 11:20:46
Brackweder Gymnasium Bielefeld,"Beckumer Straße, 10",33647,Bielefeld,,"02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-03-30 18:07:25
Wendelinus-Schule Bornheim,Tränkerhofstraße 12,53332,Bornheim,Primarbereich,"02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Grundschule,NW,Deutschland,2020-04-09 15:06:06
Städtische Katholische Grundschule Ennepetal,Kirchstraße 52,58256,Ennepetal,Primarbereich,"Ehrung_2017,Erstbewerber MINT 2017,Ennepe-Ruhr-Kreis,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Grundschule,NW,Deutschland,2020-05-18 20:47:48
Anne-Frank-Gymnasium Werne,Goetheweg 12,59368,Werne,,"02 Erst-Bewerbung Digitale Schule 2020,02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,01 Digitale Schule Ehrung_2020,00 bearbeitet von Solka,03 Vorbewertungen beide (MS und DS) erfolgt 2020",Gymnasium,NW,Deutschland,2020-05-30 10:32:39
KGS Goetheschule Wesseling,Wilhemstraße,50389,Wesseling,Primarbereich,"02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Grundschule,NW,Deutschland,2020-05-18 09:07:37
